,NAME,B15003_001E,B15003_002E,B15003_003E,B15003_004E,B15003_005E,B15003_006E,B15003_008E,B15003_009E,B15003_010E,B15003_011E,B15003_012E,B15003_013E,B15003_014E,B15003_015E,B15003_016E,B15003_017E,B15003_018E,B15003_019E,B15003_020E,B15003_021E,B15003_022E,B15003_023E,B15003_024E,B15003_025E,B01001_001E,B01001_002E,B01001_005E,B01001_006E,B01001_007E,B01001_026E,B01001_029E,B01001_030E,B01001_031E,state,zip code tabulation area
469,ZCTA5 14506,970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,13,85,112,93,289,198,116,16,1317,635,57,26,0,682,66,25,69,36,14506
470,ZCTA5 14536,426,6,0,0,0,0,0,0,1,0,0,4,24,17,4,141,38,41,26,47,57,19,1,0,576,301,24,7,13,275,6,8,0,36,14536
471,ZCTA5 14543,2360,15,0,0,0,0,0,0,0,0,0,0,0,24,9,503,74,103,267,267,602,468,0,28,3203,1734,35,130,50,1469,103,19,23,36,14543
472,ZCTA5 11208,63448,1623,0,55,198,138,389,506,991,467,1291,1198,1076,1562,1384,28190,3780,1980,6360,3364,6433,1879,193,175,101313,47421,3769,1878,1438,53892,3557,1899,1476,36,11208
473,ZCTA5 11210,42138,643,71,0,0,0,94,116,355,148,364,297,349,624,1091,9917,1497,1918,6532,2807,8893,4800,1177,365,64665,29475,2314,1574,874,35190,2412,1450,806,36,11210
474,ZCTA5 11212,52759,1465,0,0,80,20,200,479,562,614,1240,1085,1955,2644,2297,14197,4170,3904,5815,4164,5589,1628,314,114,75605,31432,2768,1075,1110,44173,2459,1343,773,36,11212
475,ZCTA5 11221,57462,1014,32,35,23,86,261,440,1202,469,764,1372,1596,1671,1613,12368,2504,1998,7146,3698,12671,5173,572,382,83322,39965,2019,1408,592,43357,2082,1386,1098,36,11221
476,ZCTA5 11239,9401,183,0,0,15,40,8,146,96,203,203,182,165,353,180,2279,1386,387,960,709,1244,454,98,82,12772,5067,252,237,63,7705,419,76,118,36,11239
477,ZCTA5 11361,20700,573,0,15,0,8,89,79,351,165,210,334,212,135,691,3763,446,721,2321,1638,5089,2811,648,321,27201,13296,842,516,241,13905,648,328,262,36,11361
478,ZCTA5 11364,26936,748,0,0,23,5,0,323,223,72,214,229,210,101,788,5635,639,953,2558,2664,6804,3542,826,303,36215,17633,1146,685,296,18582,968,690,337,36,11364
479,ZCTA5 11413,29270,353,0,0,45,0,52,58,246,169,224,234,402,364,845,7000,1703,1401,5216,2888,4923,2633,217,158,41650,19377,1224,1050,573,22273,1403,680,426,36,11413
480,ZCTA5 11429,19497,380,0,9,30,44,36,173,216,93,196,265,542,411,480,3122,2271,765,3302,1926,3463,1432,126,161,27454,12796,599,603,267,14658,884,464,263,36,11429
481,ZCTA5 11434,44100,551,5,6,0,27,85,250,296,185,398,499,766,1225,1345,11906,2299,2210,8652,3738,6474,2633,322,89,64304,29000,2851,1100,606,35304,1831,1325,672,36,11434
482,ZCTA5 11436,13275,394,0,0,5,12,13,98,137,66,195,255,301,321,533,3548,1105,471,2090,1088,1782,712,39,81,19167,9495,622,435,207,9672,555,343,157,36,11436
483,ZCTA5 11953,9763,66,0,13,0,0,68,27,85,12,65,61,59,87,186,2864,345,777,1223,1028,1419,997,155,189,13645,6309,458,265,99,7336,414,167,178,36,11953
484,ZCTA5 11961,9997,195,0,0,0,0,0,16,7,29,47,102,202,184,141,3357,380,848,1053,893,1259,1009,108,167,12902,5737,221,88,87,7165,449,183,97,36,11961
485,ZCTA5 11978,2343,29,0,0,0,0,0,0,0,0,6,6,7,13,34,540,47,170,249,134,572,353,139,44,3086,1556,90,78,23,1530,87,94,49,36,11978
486,ZCTA5 11572,20597,226,0,0,0,35,2,10,72,267,145,50,86,96,192,4445,421,929,2175,1698,5137,3732,534,327,29243,14545,985,707,421,14698,945,308,318,36,11572
487,ZCTA5 11520,29801,1171,0,0,78,39,183,206,692,472,558,868,282,482,493,7966,861,1186,3724,2309,4990,2315,504,282,43438,20375,1312,735,546,23063,1187,928,965,36,11520
488,ZCTA5 11550,36504,1324,0,16,129,386,453,460,2065,262,386,926,839,1380,1057,9660,1367,1335,4405,2553,4535,2235,260,228,57639,27174,1962,934,554,30465,1788,766,819,36,11550
489,ZCTA5 11561,28814,154,0,0,9,11,0,40,87,38,160,195,278,144,280,5661,591,1260,3261,2043,7516,5223,1434,387,37726,18043,1004,405,385,19683,815,655,280,36,11561
490,ZCTA5 11692,14346,354,0,0,11,31,12,160,204,70,484,295,306,428,715,3197,719,576,2209,1191,2290,871,134,84,22074,10449,971,643,256,11625,809,287,306,36,11692
491,ZCTA5 11096,5299,293,12,0,0,29,39,109,267,177,123,115,57,27,230,1470,157,157,681,296,640,338,16,32,8362,4180,352,152,145,4182,225,160,153,36,11096
492,ZCTA5 11102,23112,571,18,32,42,72,9,121,310,42,536,174,162,278,494,4545,431,546,1665,1370,7705,2888,673,373,29747,14682,546,369,215,15065,559,226,191,36,11102
493,ZCTA5 11104,20079,838,0,21,44,2,0,62,251,21,168,95,169,179,610,3512,408,622,1641,1625,6002,2845,618,298,25114,12347,341,315,52,12767,476,300,124,36,11104
494,ZCTA5 11207,61281,1542,32,0,16,127,313,629,1030,519,1123,1215,1687,2236,1918,18856,3905,3582,7025,4673,7463,2703,294,234,91083,40426,2876,1503,1082,50657,2878,1620,1103,36,11207
495,ZCTA5 11213,44126,836,0,6,47,64,50,209,663,506,915,680,904,1279,2063,9745,1675,2064,6219,3049,8239,3703,739,321,67056,30527,2187,1435,747,36529,2288,1532,772,36,11213
496,ZCTA5 11216,43855,837,0,28,63,22,33,132,467,176,502,413,583,905,1011,7223,1622,1416,4162,2549,13278,6466,1392,422,57786,26828,1219,525,279,30958,638,712,160,36,11216
497,ZCTA5 11225,42073,601,0,0,0,0,110,129,248,201,527,648,581,720,1330,8054,1404,1444,6308,2515,10199,5335,1027,537,56859,26060,1507,820,600,30799,1468,1024,579,36,11225
498,ZCTA5 11232,18979,973,0,21,16,97,185,403,863,191,449,945,338,631,796,3186,1134,388,1552,720,3555,1952,277,198,26430,14005,621,409,228,12425,642,334,179,36,11232
499,ZCTA5 11238,44251,522,0,0,39,50,57,73,258,150,454,343,495,645,1165,4431,812,1062,3184,2011,15253,9687,2508,1016,55210,25555,1076,492,160,29655,1178,458,181,36,11238
500,ZCTA5 11358,27970,1266,0,9,0,14,13,98,688,149,170,1232,222,230,771,6391,585,978,2816,3406,5210,2853,607,208,36515,17928,1019,566,306,18587,863,522,198,36,11358
501,ZCTA5 11365,32137,1054,0,14,32,37,123,112,527,131,396,538,158,376,705,6726,1071,1334,3465,2908,7326,3648,773,516,44738,20994,1439,596,624,23744,1469,779,511,36,11365
502,ZCTA5 11547,412,21,0,0,0,0,0,0,0,0,0,0,0,0,20,32,10,33,30,19,119,128,0,0,681,314,29,11,0,367,29,19,50,36,11547
503,ZCTA5 11554,27173,332,6,0,0,0,31,71,364,66,170,177,420,240,519,6725,843,1262,3388,2133,5984,3432,723,261,38029,18466,834,528,498,19563,1008,777,171,36,11554
504,ZCTA5 13605,3179,18,0,0,0,0,0,0,0,29,10,29,73,82,32,867,251,260,417,504,314,266,7,20,5014,2464,260,51,44,2550,211,145,76,36,13605
505,ZCTA5 13325,731,3,0,0,0,0,0,0,0,0,6,2,7,20,10,390,39,61,59,79,43,7,0,5,1059,519,29,15,5,540,26,9,0,36,13325
506,ZCTA5 13337,444,0,0,0,0,0,0,0,0,0,0,0,11,0,0,63,10,12,48,66,141,47,37,9,662,345,13,21,11,317,23,7,10,36,13337
507,ZCTA5 13409,1757,10,0,0,0,0,0,0,0,0,6,11,64,38,21,733,89,118,194,259,131,72,2,9,2437,1254,39,40,29,1183,102,38,15,36,13409
508,ZCTA5 13437,293,3,0,0,0,0,0,0,0,0,5,1,2,7,4,143,21,15,30,52,3,5,2,0,382,196,3,2,4,186,7,4,5,36,13437
509,ZCTA5 13450,35,0,0,0,0,0,0,0,17,0,5,0,0,0,0,9,2,0,0,0,2,0,0,0,35,26,0,0,0,9,0,0,0,36,13450
510,ZCTA5 13461,2206,6,0,0,0,0,0,0,0,0,0,6,30,22,23,570,28,114,172,587,427,202,7,12,3000,1480,76,32,25,1520,76,33,15,36,13461
511,ZCTA5 13473,499,4,0,0,0,0,0,1,4,0,7,0,10,12,8,202,10,19,30,84,71,33,3,1,776,388,57,7,5,388,40,7,28,36,13473
512,ZCTA5 13033,2503,4,0,0,0,0,0,0,0,0,40,16,33,91,24,888,200,121,248,328,365,142,3,0,3774,1990,190,92,47,1784,135,74,36,36,13033
513,ZCTA5 13052,1037,10,0,0,0,0,0,0,0,3,9,15,44,31,13,353,76,67,100,154,75,68,14,5,1541,801,83,16,10,740,53,66,3,36,13052
514,ZCTA5 13063,1400,4,0,0,0,0,0,2,0,0,3,2,8,3,14,357,12,35,138,280,239,246,4,36,1934,978,56,76,14,956,45,89,18,36,13063
515,ZCTA5 13090,20786,109,18,0,0,0,0,51,17,27,87,35,271,323,219,4068,779,1053,2538,2776,4886,2890,402,227,29869,14784,959,793,281,15085,954,689,153,36,13090
516,ZCTA5 13122,776,0,0,0,0,0,21,0,0,3,16,3,0,0,17,176,16,42,102,249,80,36,15,0,1239,556,28,17,7,683,52,72,28,36,13122
517,ZCTA5 13132,2513,9,0,0,0,0,0,0,0,34,34,17,69,45,0,684,165,111,267,484,347,198,31,18,3541,1823,155,186,9,1718,130,17,0,36,13132
518,ZCTA5 13143,1878,10,0,0,0,0,0,0,0,0,21,22,95,78,40,626,143,149,212,196,167,88,0,31,2681,1394,125,78,44,1287,85,70,13,36,13143
519,ZCTA5 13209,9207,51,0,11,0,0,0,9,1,0,30,47,154,251,167,2744,458,619,1136,1295,1287,690,75,159,12713,5858,284,185,77,6855,369,381,91,36,13209
520,ZCTA5 13211,3989,60,0,0,0,0,0,43,0,0,37,111,114,77,49,1296,400,302,468,463,426,95,9,0,5861,2695,172,96,49,3166,199,125,36,36,13211
521,ZCTA5 13319,420,0,0,0,0,0,0,0,0,0,0,17,0,0,0,96,26,116,84,22,45,0,0,14,561,311,0,0,0,250,17,0,0,36,13319
522,ZCTA5 13320,1408,15,0,0,0,0,0,0,12,0,37,17,20,20,6,378,82,61,176,170,273,116,15,10,2037,988,41,44,8,1049,88,38,32,36,13320
523,ZCTA5 13340,5655,95,0,0,0,0,30,1,0,47,23,83,129,112,146,1452,347,460,637,785,796,371,49,92,8097,3906,275,119,117,4191,314,150,95,36,13340
524,ZCTA5 13353,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,3,0,0,0,0,0,13,8,0,0,0,5,0,0,0,36,13353
525,ZCTA5 14530,3851,72,0,0,9,0,0,0,25,38,52,50,53,19,39,1178,261,213,511,699,429,189,5,9,5306,2715,144,132,46,2591,132,135,25,36,14530
526,ZCTA5 14550,1056,19,2,0,3,0,20,0,0,0,28,12,12,41,17,374,85,71,83,101,117,51,7,13,1491,707,59,29,12,784,73,32,9,36,14550
527,ZCTA5 14605,6499,249,0,13,16,25,17,38,155,111,139,200,241,475,282,1536,459,400,740,661,486,208,0,13,11932,5314,481,181,274,6618,591,270,275,36,14605
528,ZCTA5 14613,8646,339,0,0,0,0,28,49,190,0,175,272,473,401,315,1657,895,410,1201,1004,768,401,58,10,15381,7881,742,539,140,7500,630,466,243,36,14613
529,ZCTA5 14625,7892,57,0,0,0,0,0,0,2,40,79,23,72,12,104,995,111,393,778,887,2211,1549,325,254,10262,4977,278,226,55,5285,250,152,48,36,14625
530,ZCTA5 14712,2303,3,0,0,0,0,0,0,0,0,0,8,0,27,13,683,11,126,166,421,421,358,33,33,3044,1547,83,30,37,1497,130,60,23,36,14712
531,ZCTA5 14714,375,7,0,0,0,0,0,3,0,0,33,5,6,9,3,136,25,15,22,49,21,35,3,3,597,314,27,32,1,283,15,3,7,36,14714
532,ZCTA5 14733,2379,11,0,0,0,0,0,0,0,0,48,21,58,101,46,743,172,217,326,314,172,131,14,5,3646,1816,57,73,17,1830,97,81,4,36,14733
533,ZCTA5 14738,2529,6,0,0,0,0,0,0,0,2,15,18,90,98,25,836,208,132,185,467,245,201,0,1,3252,1564,56,66,20,1688,134,32,24,36,14738
534,ZCTA5 14744,845,0,0,0,0,0,0,0,0,0,18,11,0,22,13,181,11,22,64,59,193,168,15,68,2175,1011,59,32,198,1164,40,59,246,36,14744
535,ZCTA5 14772,2680,25,3,0,0,0,0,0,0,30,79,25,41,46,52,934,145,134,318,345,249,234,20,0,4075,2030,140,95,46,2045,174,103,13,36,14772
536,ZCTA5 14784,696,11,0,0,0,0,0,0,0,0,11,0,20,19,11,204,47,49,95,111,51,49,9,9,972,482,38,20,4,490,13,5,26,36,14784
537,ZCTA5 14809,1677,48,0,0,3,0,1,2,0,0,41,10,28,57,31,551,107,67,222,218,192,89,9,0,2284,1179,71,28,31,1105,45,27,16,36,14809
538,ZCTA5 14822,714,0,0,0,0,0,0,0,1,4,5,12,16,20,5,265,24,59,73,104,77,46,3,0,913,472,26,14,8,441,25,17,6,36,14822
539,ZCTA5 14040,1287,0,0,0,0,0,0,0,0,0,10,48,12,20,5,440,61,83,201,195,70,126,6,0,1921,873,74,20,5,1048,63,41,20,36,14040
540,ZCTA5 14066,903,5,0,0,0,0,2,0,3,0,17,17,13,33,13,313,41,95,83,122,68,75,3,0,1260,622,42,27,12,638,58,32,4,36,14066
541,ZCTA5 14213,14096,925,0,0,42,43,61,90,129,106,354,504,392,354,399,2549,848,507,1712,1004,2386,1220,203,181,23113,12124,1163,552,220,10989,714,412,177,36,14213
542,ZCTA5 14167,1217,6,0,0,0,0,0,0,0,0,3,7,10,8,8,447,90,59,168,200,131,60,10,10,1761,1041,96,62,11,720,18,19,13,36,14167
543,ZCTA5 14171,1366,0,0,0,0,0,0,0,10,0,4,15,17,0,5,490,87,69,161,249,157,85,17,0,1918,968,56,5,13,950,39,11,4,36,14171
544,ZCTA5 14208,6082,91,0,0,0,13,24,32,12,0,6,102,269,205,154,1421,347,352,971,657,959,303,58,59,10574,4791,296,192,366,5783,216,187,390,36,14208
545,ZCTA5 14212,6678,207,0,13,14,0,20,40,45,13,169,195,281,429,202,1778,521,454,909,579,603,113,33,60,10715,5137,438,327,115,5578,589,299,85,36,14212
546,ZCTA5 14214,12275,102,0,0,0,0,9,3,13,46,51,138,175,238,233,2280,408,534,1627,930,2667,2100,348,348,19492,9831,579,304,505,9661,428,231,543,36,14214
547,ZCTA5 14223,16247,118,0,0,0,13,0,16,17,0,55,1,129,131,136,3125,425,1082,1801,2057,4262,2386,340,153,22225,10649,498,462,184,11576,866,396,210,36,14223
548,ZCTA5 14227,17006,69,0,0,0,0,17,5,0,13,142,102,283,201,391,5575,590,1188,2753,2289,2223,949,124,92,21497,10399,432,279,219,11098,334,215,70,36,14227
549,ZCTA5 14303,3575,26,0,0,0,0,0,10,13,44,55,41,207,125,39,1093,275,329,465,427,271,113,30,12,5582,2786,238,97,34,2796,98,79,44,36,14303
550,ZCTA5 14305,10844,141,5,0,1,0,0,48,34,16,144,140,184,497,173,2918,821,978,1319,1332,1216,759,57,61,16767,7435,572,369,184,9332,662,299,268,36,14305
551,ZCTA5 14416,2532,0,0,0,0,0,0,0,0,0,10,4,18,47,52,776,138,237,261,369,374,199,32,15,3535,1817,123,100,50,1718,105,105,33,36,14416
552,ZCTA5 14428,5218,57,0,0,0,0,0,0,0,0,38,72,64,67,73,1179,253,265,677,532,1198,631,77,35,7208,3583,211,155,61,3625,219,164,71,36,14428
553,ZCTA5 14462,371,2,0,0,0,0,0,0,0,0,12,7,6,9,3,110,7,29,26,67,56,31,2,4,534,284,13,8,7,250,7,12,4,36,14462
554,ZCTA5 14467,7003,120,0,17,0,0,22,0,0,0,0,55,155,93,208,1832,187,474,438,934,1399,886,119,64,10098,5057,353,117,114,5041,337,133,66,36,14467
555,ZCTA5 14475,277,0,0,0,0,0,0,0,0,0,0,0,0,18,0,40,0,15,19,13,106,44,10,12,391,234,47,3,3,157,28,0,0,36,14475
556,ZCTA5 14477,1057,16,0,0,0,0,0,0,0,6,0,0,6,9,54,301,81,130,108,141,139,46,0,20,1411,733,9,44,10,678,104,0,0,36,14477
557,ZCTA5 14505,3529,60,0,0,0,0,0,0,23,13,0,30,58,65,99,1031,247,283,449,401,423,250,65,32,5002,2488,114,79,18,2514,221,29,133,36,14505
558,ZCTA5 14519,8502,67,0,0,0,0,0,8,16,9,16,25,25,168,143,2006,285,611,1200,1382,1520,895,108,18,11723,5857,318,224,128,5866,427,154,57,36,14519
559,ZCTA5 14551,3679,48,0,0,0,11,0,0,100,0,83,40,92,69,45,1224,319,246,495,471,268,129,13,26,5152,2696,215,91,74,2456,136,48,48,36,14551
560,ZCTA5 14561,2107,13,0,0,0,0,0,0,0,0,25,0,34,25,38,479,132,120,267,431,422,106,9,6,3014,1553,147,44,25,1461,53,43,19,36,14561
561,ZCTA5 14589,5253,34,0,0,0,0,0,0,66,47,47,158,146,99,115,1452,264,388,538,647,777,387,62,26,7605,3748,204,166,85,3857,256,177,64,36,14589
562,ZCTA5 14591,1125,11,0,0,0,0,0,0,0,0,22,10,4,63,20,343,66,83,128,121,163,67,22,2,1592,873,61,35,41,719,65,28,6,36,14591
563,ZCTA5 14608,7304,186,0,0,0,0,33,19,12,142,92,337,474,330,269,1369,530,447,837,633,929,404,187,74,11542,5452,372,264,105,6090,450,241,68,36,14608
564,ZCTA5 14621,20468,585,0,0,28,28,118,192,303,182,505,901,905,1459,604,5611,1556,1208,2565,1731,1394,414,30,35,33066,15165,1317,593,518,17901,1454,571,381,36,14621
565,ZCTA5 14623,13983,383,0,0,0,0,0,65,62,35,145,191,240,249,450,2706,517,656,1553,1509,3158,1582,197,258,25893,13125,366,319,2485,12768,304,328,1708,36,14623
566,ZCTA5 14624,26524,224,0,55,0,43,35,47,47,1,276,181,292,304,463,6024,963,1875,2829,3954,5042,3223,369,274,36570,17604,1066,661,431,18966,1020,615,515,36,14624
567,ZCTA5 14626,22764,403,9,8,8,0,14,28,22,97,135,244,362,322,342,5903,1027,1775,2128,2987,4315,2189,286,139,30292,14523,929,572,264,15769,512,651,343,36,14626
568,ZCTA5 14721,121,4,0,0,0,0,0,0,0,0,0,0,0,4,0,15,12,3,21,40,13,9,0,0,150,71,0,4,0,79,0,5,0,36,14721
569,ZCTA5 14723,735,10,0,0,0,0,0,0,0,0,24,2,5,10,19,247,49,41,86,114,59,64,5,0,1109,562,49,35,9,547,28,19,22,36,14723
570,ZCTA5 14548,2976,9,0,0,0,0,0,0,15,9,13,18,47,20,61,1042,164,237,365,477,377,114,4,4,3826,1919,104,50,36,1907,135,15,25,36,14548
571,ZCTA5 14568,4249,2,0,0,0,0,0,0,2,0,53,0,15,38,42,987,174,196,640,631,903,468,35,63,6232,3122,209,140,56,3110,318,146,59,36,14568
572,ZCTA5 14571,1008,11,0,0,0,0,0,0,0,0,60,29,7,66,0,309,48,68,193,70,88,50,9,0,1350,749,8,15,27,601,16,64,15,36,14571
573,ZCTA5 14607,12202,135,0,0,0,0,3,9,36,7,47,88,192,129,217,1138,501,569,1357,1019,3613,2324,448,370,16521,8191,243,87,152,8330,129,100,145,36,14607
574,ZCTA5 14620,17268,246,0,0,0,7,0,21,100,47,124,103,245,288,75,2369,474,873,1835,1468,4447,2927,876,743,23835,12124,467,151,489,11711,176,206,486,36,14620
575,ZCTA5 14715,1893,38,0,0,0,0,2,3,0,4,10,35,31,62,57,632,163,125,220,281,111,98,13,8,2733,1349,61,58,22,1384,114,68,36,36,14715
576,ZCTA5 14735,1942,56,0,0,0,0,0,0,0,8,114,50,27,17,16,632,102,107,221,240,181,122,11,38,2981,1452,124,53,16,1529,129,74,22,36,14735
577,ZCTA5 14741,1355,15,0,0,0,0,0,2,0,0,4,8,65,36,6,427,65,86,132,203,201,75,18,12,1900,982,67,43,8,918,86,57,12,36,14741
578,ZCTA5 14754,436,8,0,0,0,0,0,0,0,0,0,0,34,9,0,157,19,31,68,47,36,13,0,14,629,284,23,0,1,345,32,5,14,36,14754
579,ZCTA5 14783,188,0,0,0,0,0,0,0,0,0,7,3,0,10,7,87,18,3,20,26,2,3,2,0,305,150,24,6,10,155,12,7,3,36,14783
580,ZCTA5 14808,456,5,0,0,0,0,0,0,16,4,5,8,4,0,4,229,13,58,44,24,32,10,0,0,607,361,12,34,0,246,19,9,0,36,14808
581,ZCTA5 14755,2211,61,0,0,0,0,2,4,5,0,68,17,49,42,33,814,184,145,232,265,152,114,10,14,3011,1558,70,67,26,1453,95,32,20,36,14755
582,ZCTA5 14787,3738,37,0,0,0,0,0,0,22,0,57,187,61,41,50,1009,163,131,278,480,636,468,81,37,4704,2247,210,56,37,2457,65,42,21,36,14787
583,ZCTA5 14801,3486,39,0,0,3,8,0,29,0,16,148,42,77,72,55,1195,317,200,317,457,306,195,0,10,5328,2788,243,127,91,2540,116,129,116,36,14801
584,ZCTA5 14824,443,3,0,0,0,0,0,2,0,0,0,9,19,3,13,199,29,8,64,65,14,14,0,1,611,336,0,3,7,275,6,0,2,36,14824
585,ZCTA5 14839,530,5,0,0,2,0,0,0,0,0,26,9,6,8,8,204,53,41,41,65,29,30,0,3,811,407,26,18,7,404,29,3,15,36,14839
586,ZCTA5 14840,2172,19,0,0,0,0,0,0,0,2,21,0,32,45,37,525,61,122,173,380,387,282,65,21,2631,1347,74,39,10,1284,28,20,3,36,14840
587,ZCTA5 14843,8834,97,7,0,0,0,19,4,5,29,60,50,157,134,138,2986,676,722,852,1267,793,704,51,71,12814,6613,502,386,206,6201,355,287,111,36,14843
588,ZCTA5 14847,1711,23,0,0,0,0,0,0,9,26,30,7,7,47,36,452,90,89,170,215,279,169,28,20,2398,1135,86,40,30,1263,86,43,31,36,14847
589,ZCTA5 14867,4083,12,15,0,0,0,0,0,0,0,57,8,106,168,35,1003,362,230,565,548,541,300,82,51,5676,3028,234,64,52,2648,98,7,0,36,14867
590,ZCTA5 14871,3833,6,0,0,17,0,0,19,0,1,33,66,43,87,49,1154,290,364,508,307,364,422,53,40,4980,2613,87,68,54,2367,109,83,34,36,14871
591,ZCTA5 14882,2770,16,0,0,0,0,0,0,0,13,0,1,12,0,26,394,54,168,171,447,727,604,30,107,4066,2007,95,179,18,2059,106,16,76,36,14882
592,ZCTA5 14901,10225,96,0,7,0,0,0,49,51,66,273,338,506,348,261,2494,1612,751,1163,929,755,417,51,36,15855,8395,363,324,258,7460,477,183,337,36,14901
593,ZCTA5 14905,5983,56,8,0,0,0,0,0,58,0,19,75,62,92,29,1212,126,465,658,722,1110,883,293,115,8407,3756,233,183,22,4651,309,217,141,36,14905
594,ZCTA5 14781,1356,23,0,0,0,0,0,0,0,0,97,20,34,25,20,535,56,88,118,190,103,40,7,0,2089,1024,75,69,12,1065,83,43,53,36,14781
595,ZCTA5 14815,655,0,0,0,0,0,0,0,0,6,0,3,5,22,8,220,47,59,53,84,96,44,6,2,841,465,19,23,0,376,13,5,3,36,14815
596,ZCTA5 14879,1483,14,0,0,0,0,0,1,4,32,16,15,28,33,15,502,90,148,129,252,144,54,2,4,1998,989,29,32,28,1009,25,18,8,36,14879
597,ZCTA5 14145,1274,0,0,0,0,0,0,0,0,0,0,8,19,16,18,525,58,72,83,160,218,97,0,0,1847,903,79,19,14,944,25,46,21,36,14145
598,ZCTA5 14450,30648,256,0,0,0,15,47,51,6,4,43,51,126,136,402,3533,503,1557,2865,3313,10100,6097,989,554,41546,20064,1366,895,227,21482,1298,634,320,36,14450
599,ZCTA5 14580,38716,319,0,0,0,0,0,39,129,94,108,289,155,267,491,6883,947,2287,3907,4664,9649,6425,1058,987,52585,25147,1604,1004,343,27438,1843,956,434,36,14580
600,ZCTA5 14878,468,0,0,0,0,0,0,0,0,0,16,0,0,0,0,184,38,21,50,81,24,37,6,11,644,322,0,19,11,322,14,24,0,36,14878
601,ZCTA5 14051,14447,50,0,0,0,0,0,25,0,20,8,62,39,12,153,1861,149,568,1191,1160,4027,2892,1089,1126,20219,9924,686,609,170,10295,928,434,113,36,14051
602,ZCTA5 14035,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,7,19,0,4,4,0,0,105,55,0,0,0,50,0,0,0,36,14035
603,ZCTA5 14041,128,0,0,0,0,0,0,0,0,12,0,0,10,20,0,38,0,3,22,10,10,3,0,0,195,116,35,0,0,79,0,0,0,36,14041
604,ZCTA5 14061,253,0,0,0,0,0,0,0,0,5,9,1,11,12,2,74,9,14,38,31,32,15,0,0,375,203,5,13,0,172,1,2,0,36,14061
605,ZCTA5 14109,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,1082,470,0,15,306,612,0,8,395,36,14109
606,ZCTA5 14112,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,15,0,31,0,0,105,61,0,0,0,44,0,0,0,36,14112
607,ZCTA5 14126,400,0,0,0,0,0,0,0,0,0,0,0,0,23,0,110,19,14,56,117,35,0,0,26,608,313,9,46,28,295,0,29,0,36,14126
608,ZCTA5 14130,114,0,0,0,0,0,0,0,0,0,9,4,0,3,0,30,12,6,11,20,13,3,3,0,170,94,26,0,3,76,0,9,0,36,14130
609,ZCTA5 14135,87,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31,0,15,0,31,5,0,0,0,147,75,0,0,0,72,20,0,0,36,14135
610,ZCTA5 14168,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,30,15,9,0,0,15,0,0,0,36,14168
611,ZCTA5 14169,86,9,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,36,0,7,0,0,115,34,0,0,0,81,29,0,0,36,14169
612,ZCTA5 14173,185,0,0,0,0,0,0,0,0,0,0,9,0,0,0,52,41,0,0,51,32,0,0,0,281,128,9,36,0,153,19,0,0,36,14173
613,ZCTA5 14261,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,26,14,100,22,0,0,5702,3031,0,93,1776,2671,0,72,1604,36,14261
614,ZCTA5 14302,140,0,0,0,0,0,0,0,0,0,6,10,15,11,0,72,10,0,0,6,10,0,0,0,140,12,0,0,0,128,0,0,0,36,14302
615,ZCTA5 13354,2570,6,0,0,0,0,0,0,0,0,117,4,39,11,23,863,54,169,207,433,375,205,54,10,3811,2149,181,25,49,1662,120,59,76,36,13354
616,ZCTA5 13403,5381,107,5,0,0,5,27,47,14,61,154,90,154,267,63,819,614,285,620,665,749,418,155,53,7302,4804,125,129,175,2498,174,89,50,36,13403
617,ZCTA5 13406,508,3,0,0,0,0,0,0,0,0,5,3,34,7,0,177,22,44,33,89,57,27,0,7,721,399,11,38,9,322,17,21,12,36,13406
618,ZCTA5 13416,1567,7,0,0,0,0,0,0,0,0,22,8,54,36,22,466,50,159,191,257,159,115,11,10,2189,1058,55,22,34,1131,67,48,46,36,13416
619,ZCTA5 13439,2467,19,0,0,0,8,10,3,5,0,47,39,61,50,40,850,194,59,275,287,358,117,28,17,3518,1779,118,85,26,1739,110,62,48,36,13439
620,ZCTA5 13027,24134,18,0,0,0,0,0,0,5,18,45,164,66,283,268,5015,761,1873,2470,3521,5756,3063,460,348,33049,16510,1054,810,257,16539,741,621,245,36,13027
621,ZCTA5 13030,2701,28,0,0,0,0,0,0,0,12,27,73,42,23,12,1086,103,144,369,238,323,183,38,0,3518,1911,120,33,30,1607,142,41,16,36,13030
622,ZCTA5 13031,10750,60,0,0,0,0,0,9,21,0,17,40,42,74,68,2059,276,655,1212,1638,2683,1525,225,137,15080,7321,510,249,164,7759,375,346,139,36,13031
623,ZCTA5 13045,17100,202,0,6,0,0,0,11,50,54,170,238,303,309,196,4203,1013,1056,1831,2210,3015,1708,179,312,28916,13978,725,437,1011,14938,563,297,1344,36,13045
